id;debut application;fin application;mise a jour;status;cause;severite;code objet référentiel IdFM;type objet;nom objet referentiel IdFM;titre du message;corps du message
9c0a8ee4-cd3d-11ed-91b9-0a58a9feac02;2023-06-12T01:50:00+02:00;2023-06-12T04:50:00+02:00;2023-03-28T11:53:21+02:00;future;travaux;bloquante;C01730;line;Transilien Train Transilien P;Ligne P : Paris Est - Meaux du 3 au 25 juin;"<p>P&#233;riode : &#224; partir de 22h50<br><br>Dates : les samedis et dimanches 3-4, 10-11, 17-18 et 24-25 juin<br><br>Le trafic est interrompu entre Paris Est et Meaux.<br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Pour plus d'informations, <a href=""https://www.transilien.com/sites/transilien/files/sentinelle-p-parisest-meaux-du03au25juin.pdf"" target="""">cliquez ici pour t&#233;l&#233;charger l'affiche PDF</a>.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.<br><br><br></p>"
9c0a8ee4-cd3d-11ed-91b9-0a58a9feac02;2023-06-26T01:50:00+02:00;2023-06-26T04:50:00+02:00;2023-03-28T11:53:21+02:00;future;travaux;bloquante;C01730;line;Transilien Train Transilien P;Ligne P : Paris Est - Meaux du 3 au 25 juin;"<p>P&#233;riode : &#224; partir de 22h50<br><br>Dates : les samedis et dimanches 3-4, 10-11, 17-18 et 24-25 juin<br><br>Le trafic est interrompu entre Paris Est et Meaux.<br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Pour plus d'informations, <a href=""https://www.transilien.com/sites/transilien/files/sentinelle-p-parisest-meaux-du03au25juin.pdf"" target="""">cliquez ici pour t&#233;l&#233;charger l'affiche PDF</a>.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.<br><br><br></p>"
9c0a8ee4-cd3d-11ed-91b9-0a58a9feac02;2023-06-11T01:50:00+02:00;2023-06-11T04:50:00+02:00;2023-03-28T11:53:21+02:00;future;travaux;bloquante;C01730;line;Transilien Train Transilien P;Ligne P : Paris Est - Meaux du 3 au 25 juin;"<p>P&#233;riode : &#224; partir de 22h50<br><br>Dates : les samedis et dimanches 3-4, 10-11, 17-18 et 24-25 juin<br><br>Le trafic est interrompu entre Paris Est et Meaux.<br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Pour plus d'informations, <a href=""https://www.transilien.com/sites/transilien/files/sentinelle-p-parisest-meaux-du03au25juin.pdf"" target="""">cliquez ici pour t&#233;l&#233;charger l'affiche PDF</a>.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.<br><br><br></p>"
9c0a8ee4-cd3d-11ed-91b9-0a58a9feac02;2023-06-04T01:50:00+02:00;2023-06-04T04:50:00+02:00;2023-03-28T11:53:21+02:00;future;travaux;bloquante;C01730;line;Transilien Train Transilien P;Ligne P : Paris Est - Meaux du 3 au 25 juin;"<p>P&#233;riode : &#224; partir de 22h50<br><br>Dates : les samedis et dimanches 3-4, 10-11, 17-18 et 24-25 juin<br><br>Le trafic est interrompu entre Paris Est et Meaux.<br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Pour plus d'informations, <a href=""https://www.transilien.com/sites/transilien/files/sentinelle-p-parisest-meaux-du03au25juin.pdf"" target="""">cliquez ici pour t&#233;l&#233;charger l'affiche PDF</a>.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.<br><br><br></p>"
9c394a22-a187-11ed-81f9-0a58a9feac02;2023-01-31T18:40:00+01:00;2024-01-01T00:59:00+01:00;2023-01-31T18:52:13+01:00;active;travaux;perturbée;C00387;line;Seine Essonne Bus Bus 312;Keolis Seine Essonne  - Déviation;"<p><u style=""""><b>Keolis Seine Essonne - Déviation :<br></b></u><b><u><br></u></b>En raison des travaux du TZEN 4 au Lycée R. Doisneau à Corbeil..<br><font color=""#ff0000"" style=""""><b>L’arrêt Lycée R. Doisneau sera provisoirement déplacé.<br></b></font><font color=""#ff0000""><b><br></b></font><b>Du Vendredi 03 Février jusqu’à la fin des travaux.</b><br><b>De début à fin de service.</b><br><br><b>Nous vous invitons à vous reporter à l’arrêt Lycée R. Doisneau PROVISOIRE.<br><br></b><a href=""https://twitter.com/KeolisSeine91/status/1620464823820767234"" target=""_blank"">Pour plus d'informations, consultez notre page Twitter.</a><br><br>Merci de votre compréhension.</p>"
9c394a22-a187-11ed-81f9-0a58a9feac02;2023-01-31T18:40:00+01:00;2024-01-01T00:59:00+01:00;2023-01-31T18:52:13+01:00;active;travaux;perturbée;C00389;line;Seine Essonne Bus Bus 313;Keolis Seine Essonne  - Déviation;"<p><u style=""""><b>Keolis Seine Essonne - Déviation :<br></b></u><b><u><br></u></b>En raison des travaux du TZEN 4 au Lycée R. Doisneau à Corbeil..<br><font color=""#ff0000"" style=""""><b>L’arrêt Lycée R. Doisneau sera provisoirement déplacé.<br></b></font><font color=""#ff0000""><b><br></b></font><b>Du Vendredi 03 Février jusqu’à la fin des travaux.</b><br><b>De début à fin de service.</b><br><br><b>Nous vous invitons à vous reporter à l’arrêt Lycée R. Doisneau PROVISOIRE.<br><br></b><a href=""https://twitter.com/KeolisSeine91/status/1620464823820767234"" target=""_blank"">Pour plus d'informations, consultez notre page Twitter.</a><br><br>Merci de votre compréhension.</p>"
92da228c-c255-11ed-91b9-0a58a9feac02;2023-05-02T01:15:00+02:00;2023-05-02T04:15:00+02:00;2023-03-14T12:47:11+01:00;future;travaux;bloquante;C01730;line;Transilien Train Transilien P;Ligne P : Paris Est - Meaux 01/05;"<p>P&#233;riode : &#224; partir de 22h<br><br>Date : lundi 1er mai<br><br>Le trafic est interrompu entre Paris Est et Meaux.<br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires.<br><br>Pour plus d'informations, <a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230501-p-s18-mea-lundi-1e-mai-media-ligne-p"" target="""">cliquez ici pour t&#233;l&#233;charger l'affiche PDF</a>.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.<br><br><br></p>"
ad930aba-cca7-11ed-8e97-0a58a9feac02;2023-03-27T02:00:00+02:00;2023-07-08T01:59:00+02:00;2023-03-27T18:00:06+02:00;active;perturbation;perturbée;C02444;line;Val de Seine Bus 28;Ligne 28 _Travaux parvis Gare d'Aubergenville;"<p><div class=""fckcontainer""><p>Mesdames, Messieurs,&nbsp;</p><br><p><span class=""underline"">Du 27 mars jusqu'&agrave; la fin des travaux</span></p><br><p>En raison des travaux de r&eacute;novation du parvis de la Gare d'Aubergenville-Elisabethville, l'arr&ecirc;t est d&eacute;plac&eacute; au niveau du 13 avenue Charles de Gaulle (au niveau de la maison des arts).</p><br><p>Veuillez nous excuser de la g&ecirc;ne occasionn&eacute;e.</p><br><p>&nbsp;</p></div><a href='https://www.transdev-idf.com/horaire-ligne-28-val_de_seine_011'>En savoir plus sur cette information.</a></p>"
9d5724e2-d373-11ed-94b4-0a58a9feac02;2023-04-05T07:30:00+02:00;2023-04-05T12:30:00+02:00;2023-04-05T09:35:03+02:00;active;perturbation;perturbée;C00626;line;Marne-la-Vallée Bus 22;L22 MLV;"<p><div class=""fckcontainer""><p>&nbsp;<span style=""font-family: Calibri; font-size: 11pt;"">Bonjour ,&nbsp;&nbsp;</span></p><br><p style=""margin: 0in; padding: 2px 0px 0px; font-family: Calibri; font-size: 11pt;"">&nbsp;</p><br><p style=""margin: 0in; padding: 2px 0px 0px; font-family: Calibri; font-size: 11pt;"">Suite &agrave; un incident d'exploitation nous sommes contraint d'annuler le d&eacute;part suivant :&nbsp; 07h26 val d'europe</p><br><p style=""margin: 0in; padding: 2px 0px 0px; font-family: Calibri; font-size: 11pt;"">&nbsp;</p><br><p style=""margin: 0in; padding: 2px 0px 0px; font-family: Calibri; font-size: 11pt;"">Veuillez nous excuser pour la g&ecirc;ne occasionn&eacute;e .&nbsp;</p><br><p style=""margin: 0in; padding: 2px 0px 0px; font-family: Calibri; font-size: 11pt;"">&nbsp;</p><br><p style=""margin: 0in; padding: 2px 0px 0px; font-family: Calibri; font-size: 11pt;"">Cordialement&nbsp;&nbsp;</p></div><a href='https://www.transdev-idf.com/horaire-ligne-22-marne-la-vallee_510'>En savoir plus sur cette information.</a></p>"
b5efde40-cefa-11ed-8e97-0a58a9feac02;2023-04-11T01:55:00+02:00;2023-04-11T03:55:00+02:00;2023-03-30T16:59:31+02:00;future;travaux;bloquante;C01731;line;Transilien Train Transilien R;Ligne R : Paris Lyon - Montargis du 01/03 au 28/04;"<p>P&#233;riode : &#224; partir de 23h15. <br><br>Dates : du lundi 27 f&#233;vrier au vendredi 28 avril sauf les samedis et dimanches. <br><br>Le trafic est interrompu entre Paris Gare de Lyon et Montargis. <br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires. <br><br>Les d&#233;parts de bus &#224; Paris Gare de Lyon ont lieu au niveau du parking situ&#233; le long de la voie 23 (hall 2). <br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-paris-montargis-montereau-viamoret-27au31mars-modifications.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche pdf du lundi 27 au vendredi 31 mars.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montargis-montereau-3au7avril-modifhoraires-dessertes.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 3 avril au vendredi 7 avril.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montereau-montargis-dimanche9avril-.pdf"" target=""_blank"">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 10 avril f&#233;ri&#233;.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230411-r-jusquau14avril-2023-pse-19-et-20-job-gh-ligne-r-ms-et-mtu-s15-v2"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du mardi 11 avril au vendredi 14 avril.</a><br></p><p>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br></p><p><br>Motif : travaux. <br><br>&#160;<br><br><br></p>"
b5efde40-cefa-11ed-8e97-0a58a9feac02;2023-03-21T00:55:00+01:00;2023-03-21T02:55:00+01:00;2023-03-30T16:59:31+02:00;future;travaux;bloquante;C01731;line;Transilien Train Transilien R;Ligne R : Paris Lyon - Montargis du 01/03 au 28/04;"<p>P&#233;riode : &#224; partir de 23h15. <br><br>Dates : du lundi 27 f&#233;vrier au vendredi 28 avril sauf les samedis et dimanches. <br><br>Le trafic est interrompu entre Paris Gare de Lyon et Montargis. <br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires. <br><br>Les d&#233;parts de bus &#224; Paris Gare de Lyon ont lieu au niveau du parking situ&#233; le long de la voie 23 (hall 2). <br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-paris-montargis-montereau-viamoret-27au31mars-modifications.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche pdf du lundi 27 au vendredi 31 mars.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montargis-montereau-3au7avril-modifhoraires-dessertes.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 3 avril au vendredi 7 avril.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montereau-montargis-dimanche9avril-.pdf"" target=""_blank"">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 10 avril f&#233;ri&#233;.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230411-r-jusquau14avril-2023-pse-19-et-20-job-gh-ligne-r-ms-et-mtu-s15-v2"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du mardi 11 avril au vendredi 14 avril.</a><br></p><p>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br></p><p><br>Motif : travaux. <br><br>&#160;<br><br><br></p>"
b5efde40-cefa-11ed-8e97-0a58a9feac02;2023-03-04T00:55:00+01:00;2023-03-04T02:55:00+01:00;2023-03-30T16:59:31+02:00;future;travaux;bloquante;C01731;line;Transilien Train Transilien R;Ligne R : Paris Lyon - Montargis du 01/03 au 28/04;"<p>P&#233;riode : &#224; partir de 23h15. <br><br>Dates : du lundi 27 f&#233;vrier au vendredi 28 avril sauf les samedis et dimanches. <br><br>Le trafic est interrompu entre Paris Gare de Lyon et Montargis. <br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires. <br><br>Les d&#233;parts de bus &#224; Paris Gare de Lyon ont lieu au niveau du parking situ&#233; le long de la voie 23 (hall 2). <br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-paris-montargis-montereau-viamoret-27au31mars-modifications.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche pdf du lundi 27 au vendredi 31 mars.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montargis-montereau-3au7avril-modifhoraires-dessertes.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 3 avril au vendredi 7 avril.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montereau-montargis-dimanche9avril-.pdf"" target=""_blank"">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 10 avril f&#233;ri&#233;.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230411-r-jusquau14avril-2023-pse-19-et-20-job-gh-ligne-r-ms-et-mtu-s15-v2"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du mardi 11 avril au vendredi 14 avril.</a><br></p><p>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br></p><p><br>Motif : travaux. <br><br>&#160;<br><br><br></p>"
b5efde40-cefa-11ed-8e97-0a58a9feac02;2023-03-18T00:55:00+01:00;2023-03-18T02:55:00+01:00;2023-03-30T16:59:31+02:00;future;travaux;bloquante;C01731;line;Transilien Train Transilien R;Ligne R : Paris Lyon - Montargis du 01/03 au 28/04;"<p>P&#233;riode : &#224; partir de 23h15. <br><br>Dates : du lundi 27 f&#233;vrier au vendredi 28 avril sauf les samedis et dimanches. <br><br>Le trafic est interrompu entre Paris Gare de Lyon et Montargis. <br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires. <br><br>Les d&#233;parts de bus &#224; Paris Gare de Lyon ont lieu au niveau du parking situ&#233; le long de la voie 23 (hall 2). <br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-paris-montargis-montereau-viamoret-27au31mars-modifications.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche pdf du lundi 27 au vendredi 31 mars.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montargis-montereau-3au7avril-modifhoraires-dessertes.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 3 avril au vendredi 7 avril.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montereau-montargis-dimanche9avril-.pdf"" target=""_blank"">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 10 avril f&#233;ri&#233;.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230411-r-jusquau14avril-2023-pse-19-et-20-job-gh-ligne-r-ms-et-mtu-s15-v2"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du mardi 11 avril au vendredi 14 avril.</a><br></p><p>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br></p><p><br>Motif : travaux. <br><br>&#160;<br><br><br></p>"
b5efde40-cefa-11ed-8e97-0a58a9feac02;2023-04-08T01:55:00+02:00;2023-04-08T03:55:00+02:00;2023-03-30T16:59:31+02:00;future;travaux;bloquante;C01731;line;Transilien Train Transilien R;Ligne R : Paris Lyon - Montargis du 01/03 au 28/04;"<p>P&#233;riode : &#224; partir de 23h15. <br><br>Dates : du lundi 27 f&#233;vrier au vendredi 28 avril sauf les samedis et dimanches. <br><br>Le trafic est interrompu entre Paris Gare de Lyon et Montargis. <br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires. <br><br>Les d&#233;parts de bus &#224; Paris Gare de Lyon ont lieu au niveau du parking situ&#233; le long de la voie 23 (hall 2). <br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-paris-montargis-montereau-viamoret-27au31mars-modifications.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche pdf du lundi 27 au vendredi 31 mars.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montargis-montereau-3au7avril-modifhoraires-dessertes.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 3 avril au vendredi 7 avril.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montereau-montargis-dimanche9avril-.pdf"" target=""_blank"">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 10 avril f&#233;ri&#233;.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230411-r-jusquau14avril-2023-pse-19-et-20-job-gh-ligne-r-ms-et-mtu-s15-v2"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du mardi 11 avril au vendredi 14 avril.</a><br></p><p>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br></p><p><br>Motif : travaux. <br><br>&#160;<br><br><br></p>"
b5efde40-cefa-11ed-8e97-0a58a9feac02;2023-03-17T00:55:00+01:00;2023-03-17T02:55:00+01:00;2023-03-30T16:59:31+02:00;future;travaux;bloquante;C01731;line;Transilien Train Transilien R;Ligne R : Paris Lyon - Montargis du 01/03 au 28/04;"<p>P&#233;riode : &#224; partir de 23h15. <br><br>Dates : du lundi 27 f&#233;vrier au vendredi 28 avril sauf les samedis et dimanches. <br><br>Le trafic est interrompu entre Paris Gare de Lyon et Montargis. <br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires. <br><br>Les d&#233;parts de bus &#224; Paris Gare de Lyon ont lieu au niveau du parking situ&#233; le long de la voie 23 (hall 2). <br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-paris-montargis-montereau-viamoret-27au31mars-modifications.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche pdf du lundi 27 au vendredi 31 mars.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montargis-montereau-3au7avril-modifhoraires-dessertes.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 3 avril au vendredi 7 avril.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montereau-montargis-dimanche9avril-.pdf"" target=""_blank"">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 10 avril f&#233;ri&#233;.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230411-r-jusquau14avril-2023-pse-19-et-20-job-gh-ligne-r-ms-et-mtu-s15-v2"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du mardi 11 avril au vendredi 14 avril.</a><br></p><p>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br></p><p><br>Motif : travaux. <br><br>&#160;<br><br><br></p>"
b5efde40-cefa-11ed-8e97-0a58a9feac02;2023-03-18T00:55:00+01:00;2023-03-02T16:56:22+01:00;2023-03-30T16:59:31+02:00;future;travaux;bloquante;C01731;line;Transilien Train Transilien R;Ligne R : Paris Lyon - Montargis du 01/03 au 28/04;"<p>P&#233;riode : &#224; partir de 23h15. <br><br>Dates : du lundi 27 f&#233;vrier au vendredi 28 avril sauf les samedis et dimanches. <br><br>Le trafic est interrompu entre Paris Gare de Lyon et Montargis. <br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires. <br><br>Les d&#233;parts de bus &#224; Paris Gare de Lyon ont lieu au niveau du parking situ&#233; le long de la voie 23 (hall 2). <br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-paris-montargis-montereau-viamoret-27au31mars-modifications.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche pdf du lundi 27 au vendredi 31 mars.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montargis-montereau-3au7avril-modifhoraires-dessertes.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 3 avril au vendredi 7 avril.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montereau-montargis-dimanche9avril-.pdf"" target=""_blank"">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 10 avril f&#233;ri&#233;.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230411-r-jusquau14avril-2023-pse-19-et-20-job-gh-ligne-r-ms-et-mtu-s15-v2"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du mardi 11 avril au vendredi 14 avril.</a><br></p><p>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br></p><p><br>Motif : travaux. <br><br>&#160;<br><br><br></p>"
b5efde40-cefa-11ed-8e97-0a58a9feac02;2023-03-16T00:55:00+01:00;2023-03-16T02:55:00+01:00;2023-03-30T16:59:31+02:00;future;travaux;bloquante;C01731;line;Transilien Train Transilien R;Ligne R : Paris Lyon - Montargis du 01/03 au 28/04;"<p>P&#233;riode : &#224; partir de 23h15. <br><br>Dates : du lundi 27 f&#233;vrier au vendredi 28 avril sauf les samedis et dimanches. <br><br>Le trafic est interrompu entre Paris Gare de Lyon et Montargis. <br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires. <br><br>Les d&#233;parts de bus &#224; Paris Gare de Lyon ont lieu au niveau du parking situ&#233; le long de la voie 23 (hall 2). <br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-paris-montargis-montereau-viamoret-27au31mars-modifications.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche pdf du lundi 27 au vendredi 31 mars.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montargis-montereau-3au7avril-modifhoraires-dessertes.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 3 avril au vendredi 7 avril.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montereau-montargis-dimanche9avril-.pdf"" target=""_blank"">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 10 avril f&#233;ri&#233;.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230411-r-jusquau14avril-2023-pse-19-et-20-job-gh-ligne-r-ms-et-mtu-s15-v2"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du mardi 11 avril au vendredi 14 avril.</a><br></p><p>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br></p><p><br>Motif : travaux. <br><br>&#160;<br><br><br></p>"
b5efde40-cefa-11ed-8e97-0a58a9feac02;2023-04-07T01:55:00+02:00;2023-04-07T03:55:00+02:00;2023-03-30T16:59:31+02:00;future;travaux;bloquante;C01731;line;Transilien Train Transilien R;Ligne R : Paris Lyon - Montargis du 01/03 au 28/04;"<p>P&#233;riode : &#224; partir de 23h15. <br><br>Dates : du lundi 27 f&#233;vrier au vendredi 28 avril sauf les samedis et dimanches. <br><br>Le trafic est interrompu entre Paris Gare de Lyon et Montargis. <br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires. <br><br>Les d&#233;parts de bus &#224; Paris Gare de Lyon ont lieu au niveau du parking situ&#233; le long de la voie 23 (hall 2). <br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-paris-montargis-montereau-viamoret-27au31mars-modifications.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche pdf du lundi 27 au vendredi 31 mars.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montargis-montereau-3au7avril-modifhoraires-dessertes.pdf"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 3 avril au vendredi 7 avril.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-r-parislyon-montereau-montargis-dimanche9avril-.pdf"" target=""_blank"">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du lundi 10 avril f&#233;ri&#233;.</a><br></p><p><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230411-r-jusquau14avril-2023-pse-19-et-20-job-gh-ligne-r-ms-et-mtu-s15-v2"" target="""">Pour plus d'informations, cliquez ici pour t&#233;l&#233;charger l'affiche PDF du mardi 11 avril au vendredi 14 avril.</a><br></p><p>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br></p><p><br>Motif : travaux. <br><br>&#160;<br><br><br></p>"
