id;debut application;fin application;mise a jour;status;cause;severite;code objet référentiel IdFM;type objet;nom objet referentiel IdFM;titre du message;corps du message
1cb87464-c255-11ed-8e97-0a58a9feac02;2023-04-11T01:05:00+02:00;2023-04-11T04:35:00+02:00;2023-03-14T12:43:53+01:00;future;travaux;bloquante;C01729;line;RER E;Ligne E : Haussmann St-L. - Villiers/Tournan 10/04;"<p>P&#233;riode : &#224; partir de 22h<br><br>Date : lundi 10 avril<br><br></p><p>Le trafic est interrompu entre Haussmann Saint-Lazare et Villiers-sur-Marne et entre Haussmann Saint-Lazare et Tournan.</p><p>Un service de bus de remplacement est mis en place :</p><p><span class=""rangySelectionBoundary"">&#65279;</span>- De Paris, rejoindre par le RER A Noisy-le-Grand Mont-d'Est d'o&#249; partent les bus &#224; destination de Tournan,</p><p>- De Tournan &#224; Nogent-le-Perreux pour Paris, rejoindre Val-de-Fontenay par bus puis prendre le RER A,</p><p>- Les deux derniers bus au d&#233;part de Tournan ont pour destination Gare de l'Est,</p><p>- Des bus circulent &#233;galement entre Rosny-Bois-Perrier et Noisy-le-Grand Mont-d'Est RER A.<br><br>Pour plus d'informations, <a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230410-e-s15-vsm-tou-lundi-10-avril-media-rer-e"" target="""">cliquez ici pour t&#233;l&#233;charger l'affiche PDF</a>.<br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br>Motif : travaux.<br><br><br></p>"
30684b46-d2f5-11ed-94b4-0a58a9feac02;2023-05-07T05:00:00+02:00;2023-05-08T05:00:00+02:00;2023-04-04T18:30:04+02:00;future;travaux;bloquante;C01730;line;Transilien Train Transilien P;Ligne P : Paris Est - Provins / Coulommiers 6-8/05;"<p>P&#233;riode : toute la journ&#233;e&#160;<br><br>Dates : du samedi 6 au lundi 8 mai<br><br>Le trafic est interrompu entre Paris Est et Provins et entre Paris Est et Coulommiers.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires :&#160;<br>- Entre Provins et Nogent-le-Perreux RER E*,&#160;<br>- Entre Coulommiers et Nogent-le-Perreux RER E*,&#160;<br>- De Provins vers Paris Est apr&#232;s 20h45 et de Paris Est vers Provins apr&#232;s 21h55,&#160;<br>- De Coulommiers vers Paris Est apr&#232;s 21h30 et de Paris Est vers Coulommiers apr&#232;s 22h25.<br><br>* Haussmann Saint-Lazare n'est pas desservie les 6 et 7 mai : d&#233;parts et arriv&#233;es du RER E sud Paris Est.</p><p><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230506-p-parisprovins-6et7mai.pdf"" target="""">Plus d'informations en cliquant ici pour t&#233;l&#233;charger l'affiche PDF pour <b>Provins les 6 et 7 mai</b>.</a><br><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230508-p-parisprovins-8mai.pdf"" target="""">Plus d'informations en cliquant ici pour t&#233;l&#233;charger l'affiche PDF pour <b>Provins le 8 mai</b>.</a><br><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230506-p-pariscoulommiers-6et7mai.pdf"" target="""">Plus d'informations en cliquant ici pour t&#233;l&#233;charger l'affiche PDF pour <b>Coulommiers les 6 et 7 mai</b>.</a><br><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230506-p-pariscoulommiers-8mai.pdf"" target="""">Plus d'informations en cliquant ici pour t&#233;l&#233;charger l'affiche PDF pour <b>Coulommiers le 8 mai</b>.</a><br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br><b>Nous vous conseillons, dans la mesure du possible, de reporter vos d&#233;placements.&#160;</b><br><br>Motif : travaux.<br></p>"
30684b46-d2f5-11ed-94b4-0a58a9feac02;2023-05-08T05:00:00+02:00;2023-05-09T05:00:00+02:00;2023-04-04T18:30:04+02:00;future;travaux;bloquante;C01730;line;Transilien Train Transilien P;Ligne P : Paris Est - Provins / Coulommiers 6-8/05;"<p>P&#233;riode : toute la journ&#233;e&#160;<br><br>Dates : du samedi 6 au lundi 8 mai<br><br>Le trafic est interrompu entre Paris Est et Provins et entre Paris Est et Coulommiers.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires :&#160;<br>- Entre Provins et Nogent-le-Perreux RER E*,&#160;<br>- Entre Coulommiers et Nogent-le-Perreux RER E*,&#160;<br>- De Provins vers Paris Est apr&#232;s 20h45 et de Paris Est vers Provins apr&#232;s 21h55,&#160;<br>- De Coulommiers vers Paris Est apr&#232;s 21h30 et de Paris Est vers Coulommiers apr&#232;s 22h25.<br><br>* Haussmann Saint-Lazare n'est pas desservie les 6 et 7 mai : d&#233;parts et arriv&#233;es du RER E sud Paris Est.</p><p><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230506-p-parisprovins-6et7mai.pdf"" target="""">Plus d'informations en cliquant ici pour t&#233;l&#233;charger l'affiche PDF pour <b>Provins les 6 et 7 mai</b>.</a><br><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230508-p-parisprovins-8mai.pdf"" target="""">Plus d'informations en cliquant ici pour t&#233;l&#233;charger l'affiche PDF pour <b>Provins le 8 mai</b>.</a><br><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230506-p-pariscoulommiers-6et7mai.pdf"" target="""">Plus d'informations en cliquant ici pour t&#233;l&#233;charger l'affiche PDF pour <b>Coulommiers les 6 et 7 mai</b>.</a><br><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230506-p-pariscoulommiers-8mai.pdf"" target="""">Plus d'informations en cliquant ici pour t&#233;l&#233;charger l'affiche PDF pour <b>Coulommiers le 8 mai</b>.</a><br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br><b>Nous vous conseillons, dans la mesure du possible, de reporter vos d&#233;placements.&#160;</b><br><br>Motif : travaux.<br></p>"
30684b46-d2f5-11ed-94b4-0a58a9feac02;2023-05-06T05:00:00+02:00;2023-05-07T05:00:00+02:00;2023-04-04T18:30:04+02:00;future;travaux;bloquante;C01730;line;Transilien Train Transilien P;Ligne P : Paris Est - Provins / Coulommiers 6-8/05;"<p>P&#233;riode : toute la journ&#233;e&#160;<br><br>Dates : du samedi 6 au lundi 8 mai<br><br>Le trafic est interrompu entre Paris Est et Provins et entre Paris Est et Coulommiers.<br><br>Un service de bus de remplacement est mis en place, avec desserte des gares interm&#233;diaires :&#160;<br>- Entre Provins et Nogent-le-Perreux RER E*,&#160;<br>- Entre Coulommiers et Nogent-le-Perreux RER E*,&#160;<br>- De Provins vers Paris Est apr&#232;s 20h45 et de Paris Est vers Provins apr&#232;s 21h55,&#160;<br>- De Coulommiers vers Paris Est apr&#232;s 21h30 et de Paris Est vers Coulommiers apr&#232;s 22h25.<br><br>* Haussmann Saint-Lazare n'est pas desservie les 6 et 7 mai : d&#233;parts et arriv&#233;es du RER E sud Paris Est.</p><p><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230506-p-parisprovins-6et7mai.pdf"" target="""">Plus d'informations en cliquant ici pour t&#233;l&#233;charger l'affiche PDF pour <b>Provins les 6 et 7 mai</b>.</a><br><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230508-p-parisprovins-8mai.pdf"" target="""">Plus d'informations en cliquant ici pour t&#233;l&#233;charger l'affiche PDF pour <b>Provins le 8 mai</b>.</a><br><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230506-p-pariscoulommiers-6et7mai.pdf"" target="""">Plus d'informations en cliquant ici pour t&#233;l&#233;charger l'affiche PDF pour <b>Coulommiers les 6 et 7 mai</b>.</a><br><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20230506-p-pariscoulommiers-8mai.pdf"" target="""">Plus d'informations en cliquant ici pour t&#233;l&#233;charger l'affiche PDF pour <b>Coulommiers le 8 mai</b>.</a><br><br>Les horaires du calculateur d'itin&#233;raire tiennent compte des travaux.<br><br><b>Nous vous conseillons, dans la mesure du possible, de reporter vos d&#233;placements.&#160;</b><br><br>Motif : travaux.<br></p>"
01929e8e-d2c8-11ed-b1ba-0a58a9feac02;2023-04-04T13:00:00+02:00;2023-06-01T01:59:00+02:00;2023-04-04T13:06:38+02:00;active;travaux;perturbée;C01617;line;TICE Bus 402;Travaux Tzen 4;<p>En raison des travaux du Tzen4, Larrêt CES Albert Camus ne sera pas desservi uniquement en direction de Viry-Châtillon. Merci de vous reporter à larrêt CES Albert Camus arrêt de report situé chemin du clos Langlet.</p>
f17c4d44-d0e0-11ed-89f6-0a58a9feac02;2023-04-10T07:00:00+02:00;2023-04-11T05:45:00+02:00;2023-04-02T03:00:06+02:00;future;travaux;bloquante;C01389;line;RATP Tramway T1;Tramway T1 : Travaux - Trafic interrompu;<p>Le 10 avril, Le trafic est interrompu entre Marché de Saint-Denis et Saint-Denis en raison de travaux<br>Bus de remplacement.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>
02973938-d233-11ed-8485-0a58a9feac02;2023-04-04T02:00:00+02:00;2023-04-07T01:59:00+02:00;2023-04-03T19:20:04+02:00;active;perturbation;perturbée;C01046;line;Brie et 2 Morin Bus 25;Ligne 25 -  Courses non-réalisées 04/04/2023;"<p><div class=""fckcontainer""><br><p>Territoire Brie et deux Morin &ndash; Ligne 25 &ndash; Courses non-r&eacute;alis&eacute;es 04/04/2023</p><br><div><br><div>Un manque d'effectif nous contraint &agrave; annuler les courses suivantes :&nbsp;</div><br><div>&nbsp;</div><br><div>- D&eacute;part de Chailly en Brie - La Bretonniere &agrave; 16h50 en direction de Coulommiers Cit&eacute; Scolaire (supression d'un car sur les trois pr&eacute;vus)</div><br><div>&nbsp;</div><br></div><br><div><br><div>Veuillez nous excuser pour la g&ecirc;ne occasionn&eacute;e.</div><br></div><br></div><br><p>&nbsp;</p><a href='https://www.transdev-idf.com/horaire-ligne-25-brie_et_2_morin_512'>En savoir plus sur cette information.</a></p>"
03326a7a-d233-11ed-8485-0a58a9feac02;2023-04-04T02:00:00+02:00;2023-04-07T01:59:00+02:00;2023-04-03T19:20:05+02:00;active;perturbation;perturbée;C00944;line;Brie et 2 Morin Bus 59;Ligne 59 -  Courses non-réalisées 04/04/2023;"<p><div class=""fckcontainer""><br><p>Territoire Brie et deux Morin &ndash; Ligne 59 &ndash; Courses non-r&eacute;alis&eacute;es 04/04/2023</p><br><div><br><div>Un manque d'effectif nous contraint &agrave; annuler les courses suivantes :&nbsp;</div><br><div>&nbsp;</div><br><div>- D&eacute;part de Cr&eacute;cy la Chapelle Gare &agrave; 7h45 et 16h31 (en direction de Chessy)</div><br><div>- D&eacute;part de Chessy &agrave; 15h40 et 17h22 (en direction de Cr&eacute;cy la Chapelle)&nbsp;</div><br><div>&nbsp;</div><br></div><br><div>Veuillez nous excuser pour la g&ecirc;ne occasionn&eacute;e.</div><br><div>&nbsp;</div><br></div><br><p>&nbsp;</p><a href='https://www.transdev-idf.com/horaire-ligne-59-brie_et_2_morin_512'>En savoir plus sur cette information.</a></p>"
03a00b3c-473a-11ec-b1d2-005056a44da2;2021-11-17T01:00:00+01:00;2024-10-01T01:59:00+02:00;2021-11-17T02:05:03+01:00;active;perturbation;perturbée;C01867;line;Trans Val d'Oise Bus 20;Arrêt provisoire Triangle de Gonesse;"<p><div class=""fckcontainer""><br><p>L'arr&ecirc;t Triangle de Gonesse sur la ligne 20 sera accessible aux ouvriers du chantier pr&eacute;sent dans le secteur &agrave; partir du 17 novembre 2021. L'arr&ecirc;t sera uniquement sur demande des ouvriers aupr&egrave;s du conducteur.</p><br><p>Nous vous remercions de votre compr&eacute;hension.&nbsp;</p><br></div><a href='https://www.transdev-idf.com/horaire-ligne-20-transvo_050'>En savoir plus sur cette information.</a></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-01T23:45:00+01:00;2023-03-02T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-02T23:45:00+01:00;2023-03-03T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-07T23:45:00+01:00;2023-03-08T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-08T23:45:00+01:00;2023-03-09T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-09T23:45:00+01:00;2023-03-10T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-14T23:45:00+01:00;2023-03-15T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-15T23:45:00+01:00;2023-03-16T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-02-16T23:45:00+01:00;2023-02-17T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-21T23:45:00+01:00;2023-03-22T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-22T23:45:00+01:00;2023-03-23T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-23T23:45:00+01:00;2023-03-24T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-29T00:45:00+02:00;2023-03-29T04:30:00+02:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-30T00:45:00+02:00;2023-03-30T04:30:00+02:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-31T00:45:00+02:00;2023-03-31T04:30:00+02:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-04-05T00:45:00+02:00;2023-04-05T04:30:00+02:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-04-06T00:45:00+02:00;2023-04-06T04:30:00+02:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-04-07T00:45:00+02:00;2023-04-07T04:30:00+02:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-04-12T00:45:00+02:00;2023-04-12T04:30:00+02:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-04-13T00:45:00+02:00;2023-04-13T04:30:00+02:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-04-14T00:45:00+02:00;2023-04-14T04:30:00+02:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-02-15T23:45:00+01:00;2023-02-16T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-02-14T23:45:00+01:00;2023-02-15T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-03-16T23:45:00+01:00;2023-03-17T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-02-21T23:45:00+01:00;2023-02-22T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-02-22T23:45:00+01:00;2023-02-23T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-02-23T23:45:00+01:00;2023-02-24T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
03c835a8-9d97-11ed-b66d-0a58a9feac02;2023-02-28T23:45:00+01:00;2023-03-01T03:30:00+01:00;2023-01-26T18:32:25+01:00;future;travaux;bloquante;C01374;line;RATP Métro 4;Métro 4 : Travaux - Trafic interrompu;"<p>Du 14 février au 13 Avril , la ligne est fermée du mardi au jeudi à partir de 22h15 jusqu'à fin de service en raison de travaux.</p><p><a href=""https://www.ratp.fr/"" target=""_blank"">Plus d'informations sur le site ratp.fr</a>.<br></p>"
041af3e4-d233-11ed-91b9-0a58a9feac02;2023-04-04T02:00:00+02:00;2023-04-07T01:59:00+02:00;2023-04-03T19:20:07+02:00;active;perturbation;perturbée;C00960;line;Brie et 2 Morin Bus 67EX;Ligne 67Ex -  Courses non-réalisées 04/04/2023;"<p><div class=""fckcontainer""><br><p>Territoire Brie et deux Morin &ndash; Ligne 67Ex &ndash; Courses non-r&eacute;alis&eacute;es 04/04/2023</p><br><div><br><div>Un manque d'effectif nous contraint &agrave; annuler les courses suivantes :&nbsp;</div><br><div>&nbsp;</div><br><div>- D&eacute;part de La Fert&eacute; sous Jouarre Gare &agrave; 7h43 (en direction de Roissy CDG)</div><br><div>- D&eacute;part de Roissyp&ocirc;le A&eacute;roport CDG T3 &agrave; 8h57 (en direction de La Fert&eacute; sous Jouarre)&nbsp;</div><br><div>&nbsp;</div><br></div><br><div>Veuillez nous excuser pour la g&ecirc;ne occasionn&eacute;e.</div><br><div>&nbsp;</div><br></div><br><p>&nbsp;</p><a href='https://www.transdev-idf.com/horaire-ligne-67ex-brie_et_2_morin_512'>En savoir plus sur cette information.</a></p>"
049a189a-d233-11ed-8485-0a58a9feac02;2023-04-04T02:00:00+02:00;2023-04-07T01:59:00+02:00;2023-04-03T19:20:08+02:00;active;perturbation;perturbée;C00947;line;Brie et 2 Morin Bus 62EX;Ligne 62 -  Courses non-réalisées 04/04/2023;"<p><div class=""fckcontainer""><br><p>Territoire Brie et deux Morin &ndash; Ligne 62 &ndash; Courses non-r&eacute;alis&eacute;es 04/04/2023</p><br><div><br><div>Un manque d'effectif nous contraint &agrave; annuler les courses suivantes :&nbsp;</div><br><div>&nbsp;</div><br><div>- D&eacute;part de la Fert&eacute; sous Jouarre &agrave;&nbsp;7h00, 8h30, 15h45 et 17h15&nbsp; (en direction de Chessy)</div><br><div>- D&eacute;part de Chessy &agrave; 7h45, 9h30, 16h35 et 18h05 (en direction de La Fert&eacute; sous Jouarre)</div><br><div>&nbsp;</div><br></div><br><div>Veuillez nous excuser pour la g&ecirc;ne occasionn&eacute;e.</div><br><div>&nbsp;</div><br></div><br><p>&nbsp;</p><a href='https://www.transdev-idf.com/horaire-ligne-62ex-brie_et_2_morin_512'>En savoir plus sur cette information.</a></p>"
